brokered_by,status,price,bedroom,bathroom,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
51868,for_sale,199000,4,2,0.27,1521867,"New Britain",Connecticut,06053,1524.0,NULL
51868,for_sale,199900,4,2,0.25,823371,Hartford,Connecticut,06112,2223.0,NULL
51868,for_sale,199900,4,2,0.31,871666,"Windsor Locks",Connecticut,06096,1584.0,1996-02-20
51868,for_sale,200000,3,1,0.13,1335756,Hartford,Connecticut,06106,1268.0,2004-05-10
51868,for_sale,200000,3,2,1.62,501145,Bloomfield,Connecticut,06002,1426.0,NULL
51868,for_sale,210000,8,2,0.17,952812,Hartford,Connecticut,06112,3732.0,2010-04-13
51868,for_sale,213000,5,2,0.21,159034,Hartford,Connecticut,06120,2332.0,2004-02-24
51868,for_sale,225000,3,1,0.3,504861,Bristol,Connecticut,06010,1056.0,2005-07-26
51868,for_sale,225000,3,1,0.9,289146,Winchester,Connecticut,06098,1010.0,NULL
51868,for_sale,229000,2,2,0.69,789150,Colchester,Connecticut,06415,1100.0,NULL
51868,for_sale,229900,3,2,1.08,1486740,Andover,Connecticut,06232,1188.0,1998-08-17
51868,for_sale,229900,4,2,0.11,1240991,Middletown,Connecticut,06457,1473.0,2000-11-20
51868,for_sale,232000,3,2,0.44,10197,"East Granby",Connecticut,06026,1232.0,NULL
51868,for_sale,235000,3,2,0.18,1273445,Newington,Connecticut,06111,1134.0,2020-05-07
51868,for_sale,235500,3,1,0.29,470429,Meriden,Connecticut,06450,1092.0,2002-01-28
51868,for_sale,239900,3,2,0.15,1104836,Meriden,Connecticut,06450,1152.0,2009-06-26
51868,for_sale,239900,3,2,0.34,174967,"East Hartford",Connecticut,06118,1850.0,NULL
51868,for_sale,239900,3,2,0.4,1784430,"New Britain",Connecticut,06052,1798.0,2013-06-03
51868,for_sale,244000,2,2,1.01,1072713,Ellington,Connecticut,06029,1016.0,2008-11-20
51868,for_sale,245000,3,2,0.54,652154,"East Hampton",Connecticut,06424,1456.0,NULL
51868,for_sale,249000,3,2,0.29,419343,"East Hartford",Connecticut,06118,1067.0,2019-03-25
51868,for_sale,249900,3,1,0.26,84857,Wethersfield,Connecticut,06109,912.0,2015-03-17
51868,for_sale,249900,3,2,0.15,816370,Hartford,Connecticut,06114,1470.0,2009-11-12
51868,for_sale,249900,3,2,0.18,1009971,Wethersfield,Connecticut,06109,1260.0,2018-12-03
51868,for_sale,250000,2,2,0.7,1782605,Glastonbury,Connecticut,06073,908.0,2020-05-04
51868,for_sale,250000,3,1,2,1141468,Ashford,Connecticut,06278,1008.0,2017-06-07
51868,for_sale,250000,4,2,0.17,1053325,Manchester,Connecticut,06040,1584.0,2011-05-23
51868,for_sale,250000,5,2,0.31,677084,Manchester,Connecticut,06042,1659.0,NULL
51868,for_sale,255000,8,3,0.07,242449,Middletown,Connecticut,06457,2700.0,NULL
51868,for_sale,260000,2,2,0.31,447162,Wethersfield,Connecticut,06109,1258.0,2008-08-13
51868,for_sale,264900,4,2,1.6,1766408,Lebanon,Connecticut,06249,2192.0,2003-11-17
51868,for_sale,265000,7,3,0.29,361582,"New Britain",Connecticut,06051,3744.0,2005-09-07
51868,for_sale,269000,3,1,0.26,517320,Newington,Connecticut,06111,1290.0,2013-04-19
51868,for_sale,269000,3,2,0.4,1645106,"East Hartford",Connecticut,06108,1251.0,2015-05-29
51868,for_sale,269900,3,1,0.35,512019,Bristol,Connecticut,06010,1144.0,2004-05-03
51868,for_sale,269900,3,2,0.17,1438459,"West Hartford",Connecticut,06110,1330.0,2017-06-22
51868,for_sale,269900,3,2,0.29,386063,Plainville,Connecticut,06062,1056.0,2021-10-26
51868,for_sale,269900,3,2,0.35,525092,Bristol,Connecticut,06010,922.0,1998-11-13
51868,for_sale,270000,3,3,0.44,524031,"East Hartford",Connecticut,06118,1436.0,2018-08-23
51868,for_sale,270000,5,3,0.1,1758598,Manchester,Connecticut,06040,1874.0,2006-11-02
51868,for_sale,270000,5,3,0.12,1499905,Enfield,Connecticut,06082,3117.0,2014-07-01
51868,for_sale,270000,6,3,0.13,34466,"East Hartford",Connecticut,06108,2978.0,2012-05-18
51868,for_sale,274900,3,2,0.46,1080167,Bolton,Connecticut,06042,1426.0,2019-07-18
51868,for_sale,274999,3,2,0.28,386328,Windsor,Connecticut,06095,1112.0,2011-07-18
51868,for_sale,275000,3,2,0.14,198141,Newington,Connecticut,06111,1016.0,2021-11-19
51868,for_sale,275000,3,2,0.78,563049,Simsbury,Connecticut,06070,1260.0,2015-04-01
51868,for_sale,279900,3,2,0.31,491459,Plainville,Connecticut,06062,1570.0,NULL
51868,for_sale,279900,4,2,0.31,1395453,"East Hartford",Connecticut,06118,1943.0,2009-11-23
51868,for_sale,285000,8,3,0.11,1738938,Hartford,Connecticut,06106,2366.0,NULL
51868,for_sale,289000,6,3,0.17,919229,"East Hartford",Connecticut,06108,3619.0,2014-03-03
51868,for_sale,289000,6,3,0.17,1637613,"East Hartford",Connecticut,06108,3645.0,2011-12-07
51868,for_sale,289900,2,3,0.3,1556306,Meriden,Connecticut,06450,1472.0,NULL
51868,for_sale,289900,3,1,0.38,1510929,"South Windsor",Connecticut,06074,1406.0,NULL
51868,for_sale,289900,4,3,0.56,731763,Canton,Connecticut,06019,1904.0,NULL
51868,for_sale,290000,3,2,0.12,562724,Enfield,Connecticut,06082,1479.0,2016-07-12
51868,for_sale,294900,3,2,1.5,792920,Columbia,Connecticut,06237,1566.0,2007-07-03
51868,for_sale,295000,2,1,0.2,1027193,"West Hartford",Connecticut,06119,1105.0,2016-07-07
51868,for_sale,295000,8,4,0.29,1260122,Hartford,Connecticut,06106,2856.0,NULL
51868,for_sale,299900,3,2,0.23,771150,Coventry,Connecticut,06238,1748.0,2010-04-14
51868,for_sale,299900,3,2,0.74,1369478,Windsor,Connecticut,06095,1534.0,2016-03-17
51868,for_sale,300000,3,1,0.69,523930,Stafford,Connecticut,06076,1192.0,2003-11-17
51868,for_sale,305000,4,2,0.45,1760488,"East Granby",Connecticut,06026,1922.0,NULL
51868,for_sale,324000,3,2,0.33,23137,Wethersfield,Connecticut,06109,1519.0,2016-07-29
51868,for_sale,324000,3,2,0.48,1614708,"South Windsor",Connecticut,06074,1291.0,NULL
51868,for_sale,324900,2,2,0.31,600766,"West Hartford",Connecticut,06117,1432.0,2021-12-01
51868,for_sale,324900,3,2,0.2,1189860,"West Hartford",Connecticut,06110,1266.0,2021-11-19
51868,for_sale,325000,3,2,0.26,1759150,Plainville,Connecticut,06062,1512.0,2007-02-01
51868,for_sale,325000,3,2,0.49,692773,Berlin,Connecticut,06037,1300.0,2006-03-15
51868,for_sale,325000,3,2,0.71,471403,Glastonbury,Connecticut,06033,1459.0,2015-03-10
51868,for_sale,325000,6,2,0.28,520604,"New Britain",Connecticut,06053,2318.0,2021-08-24
51868,for_sale,329900,6,3,0.25,289104,"New Britain",Connecticut,06052,4577.0,2003-07-01
51868,for_sale,334900,3,2,0.26,733051,"West Hartford",Connecticut,06107,1356.0,2010-01-25
51868,for_sale,339000,3,2,2.62,1313318,"East Haddam",Connecticut,06469,1300.0,2001-07-03
51868,for_sale,339900,3,2,0.25,663017,Newington,Connecticut,06111,1352.0,2017-08-17
51868,for_sale,340000,4,3,0.44,1169763,"East Hartford",Connecticut,06118,2388.0,2006-06-16
51868,for_sale,349900,3,2,0.47,17096,Farmington,Connecticut,06032,1372.0,NULL
51868,for_sale,349900,3,3,0.72,553786,Granby,Connecticut,06035,1902.0,NULL
51868,for_sale,349900,3,3,0.98,1568371,Somers,Connecticut,06071,1404.0,2019-07-09
51868,for_sale,350000,4,2,0.28,67857,"West Hartford",Connecticut,06117,1853.0,2015-03-04
51868,for_sale,350000,4,2,0.92,596402,Granby,Connecticut,06060,1982.0,2000-07-17
51868,for_sale,350000,9,3,0.16,1148175,Hartford,Connecticut,06112,3849.0,2019-03-06
51868,for_sale,360000,3,3,0.3,1746088,"West Hartford",Connecticut,06117,1416.0,2010-11-15
51868,for_sale,360000,8,5,1.69,1073462,Watertown,Connecticut,06795,2385.0,NULL
51868,for_sale,369000,4,3,0.52,814737,Manchester,Connecticut,06040,3263.0,2015-02-11
51868,for_sale,369900,4,2,0.47,1286518,Wethersfield,Connecticut,06109,3024.0,2010-10-04
51868,for_sale,369900,4,2,0.86,433658,Bloomfield,Connecticut,06002,2821.0,2006-06-08
51868,for_sale,375000,3,3,0.23,436851,"West Hartford",Connecticut,06107,1882.0,1999-07-30
51868,for_sale,384900,3,2,1.7,92552,Burlington,Connecticut,06013,1528.0,NULL
51868,for_sale,389900,3,3,0.51,86194,Manchester,Connecticut,06040,2152.0,2021-12-16
51868,for_sale,390000,4,3,1.28,1118348,Manchester,Connecticut,06040,2147.0,2018-10-18
51868,for_sale,390000,4,3,2.3,236428,Canton,Connecticut,06019,2608.0,2017-03-16
51868,for_sale,394900,4,3,0.38,1285320,Wethersfield,Connecticut,06109,2016.0,1974-09-03
51868,for_sale,399000,3,2,0.35,563103,Farmington,Connecticut,06085,2108.0,2020-06-29
51868,for_sale,399700,4,2,0.59,1119322,Suffield,Connecticut,06078,2091.0,2004-08-26
51868,for_sale,399900,4,2,1.08,1339910,Meriden,Connecticut,06451,2102.0,2007-07-27
51868,for_sale,399900,6,4,0.21,249506,Hartford,Connecticut,06105,3337.0,2018-05-17
51868,for_sale,400000,3,3,1.14,733107,Simsbury,Connecticut,06070,2219.0,2018-04-12
51868,for_sale,400000,4,3,0.57,14766,Simsbury,Connecticut,06070,2022.0,1995-05-31
51868,for_sale,400000,4,3,0.77,384917,Simsbury,Connecticut,06070,2468.0,2021-10-18
51868,for_sale,409900,8,3,0.22,810027,"New Britain",Connecticut,06052,2913.0,NULL
51868,for_sale,410000,4,3,0.26,761487,"West Hartford",Connecticut,06119,2155.0,2006-03-01
51868,for_sale,419900,4,3,0.44,415473,"Rocky Hill",Connecticut,06067,2388.0,2008-02-04
51868,for_sale,424900,4,3,0.37,1311595,Wethersfield,Connecticut,06109,2653.0,NULL
51868,for_sale,439000,4,4,0.51,536840,Wethersfield,Connecticut,06109,5117.0,1978-05-26
51868,for_sale,449900,4,2,0.28,1336178,"West Hartford",Connecticut,06119,1814.0,2010-05-27
51868,for_sale,450000,4,3,1.62,919863,Canton,Connecticut,06019,2893.0,2020-01-13
51868,for_sale,459900,4,3,0.26,482182,"West Hartford",Connecticut,06107,2243.0,2010-10-04
51868,for_sale,469000,3,4,0.75,764569,Middletown,Connecticut,06457,2305.0,2001-04-25
51868,for_sale,475000,3,3,1.39,1516783,Middletown,Connecticut,06457,1508.0,2014-08-29
51868,for_sale,499900,3,3,1.6,1311802,Columbia,Connecticut,06237,2207.0,2020-09-22
51868,for_sale,499900,4,3,1.58,1629591,Tolland,Connecticut,06084,2724.0,2015-05-28
51868,for_sale,500000,7,6,1.4,1244498,"New Hartford",Connecticut,06057,4352.0,2020-10-07
51868,for_sale,515000,5,4,0.74,1499815,"South Windsor",Connecticut,06074,2600.0,NULL
51868,for_sale,519900,3,3,1.53,1760335,Columbia,Connecticut,06237,2177.0,2020-09-22
51868,for_sale,519900,4,3,1.55,1139744,Columbia,Connecticut,06237,2622.0,2020-09-22
51868,for_sale,525000,4,3,1,1010749,Haddam,Connecticut,06441,2816.0,2021-03-23
51868,for_sale,529000,5,4,0.31,1122136,"West Hartford",Connecticut,06117,3366.0,1990-08-31
51868,for_sale,539900,3,2,22.59,1390010,Columbia,Connecticut,06237,1792.0,NULL
51868,for_sale,549900,4,3,3.56,115848,Columbia,Connecticut,06237,2600.0,NULL
51868,for_sale,549999,3,3,1,1448291,Somers,Connecticut,06071,2012.0,2015-12-03
51868,for_sale,551300,3,2,0.96,1557168,Windsor,Connecticut,06095,1850.0,NULL
51868,for_sale,565000,4,4,0.6,563881,Litchfield,Connecticut,06759,2932.0,NULL
51868,for_sale,565000,5,4,0.3,1121309,"West Hartford",Connecticut,06119,2817.0,1999-11-26
51868,for_sale,575000,11,5,0.27,1213145,"West Hartford",Connecticut,06119,5517.0,2007-05-31
51868,for_sale,599000,4,3,1.2,437323,Avon,Connecticut,06001,2977.0,NULL
51868,for_sale,625000,4,4,2.94,1229055,Granby,Connecticut,06035,3138.0,NULL
51868,for_sale,639000,4,3,1.4,1448943,Farmington,Connecticut,06032,2866.0,NULL
51868,for_sale,660000,4,3,5.6,199173,Columbia,Connecticut,06237,3306.0,2021-12-02
51868,for_sale,699900,6,5,1.14,755732,Hartford,Connecticut,06105,4660.0,2021-03-01
51868,for_sale,719000,4,4,0.9,891298,"South Windsor",Connecticut,06074,3520.0,1988-07-01
51868,for_sale,789000,4,4,0.73,1071581,"West Hartford",Connecticut,06117,3600.0,2007-09-07
51868,for_sale,799000,4,4,2,1668376,Simsbury,Connecticut,06070,3723.0,2019-10-01
51868,for_sale,799000,4,6,1.94,1449998,Farmington,Connecticut,06032,3720.0,2006-04-17
51868,for_sale,849900,4,6,0.7,34390,"West Hartford",Connecticut,06117,5094.0,2015-07-23
51868,for_sale,849900,5,6,1.83,1244785,Farmington,Connecticut,06032,4582.0,NULL
51868,for_sale,895000,4,3,3.84,1276051,Avon,Connecticut,06001,3100.0,2013-12-20
51868,for_sale,925000,3,3,11.92,735266,Harwinton,Connecticut,06791,3488.0,2016-04-25
51868,for_sale,995000,4,5,1.16,1667649,Simsbury,Connecticut,06089,4144.0,2021-10-01
51868,for_sale,1195000,4,5,0.48,595878,"West Hartford",Connecticut,06117,4000.0,2019-09-30
51882,for_sale,210000,4,2,0.07,871053,Spencer,Massachusetts,01562,1632.0,1995-06-21
51882,for_sale,230000,7,3,0.08,1192735,Spencer,Massachusetts,01562,2400.0,2001-05-10
51882,for_sale,320000,9,2,0.3,1052718,Spencer,Massachusetts,01562,2634.0,1998-08-31
51882,for_sale,519900,3,2,1.25,1418058,Northborough,Massachusetts,01532,2306.0,2002-08-01
51882,for_sale,630000,4,3,0.35,1089113,Shrewsbury,Massachusetts,01545,2104.0,1985-12-31
51882,for_sale,684900,3,3,9.38,918679,Northborough,Massachusetts,01532,2784.0,2016-05-20
51882,for_sale,699000,4,3,0.35,151715,Shrewsbury,Massachusetts,01545,2258.0,NULL
51882,for_sale,799900,4,3,0.94,1308865,Northborough,Massachusetts,01532,3275.0,2002-05-29
51886,for_sale,575000,4,4,4.27,558591,Elizaville,"New York",12523,3400.0,NULL
51917,for_sale,275000,3,3,4.2,948749,Moretown,Vermont,05660,2372.0,NULL
51918,for_sale,125000,2,2,0.17,1053049,Bennington,Vermont,05257,1088.0,2012-08-31
51918,for_sale,125000,3,1,0.22,329474,Proctor,Vermont,05765,1540.0,1999-01-27
51918,for_sale,149000,2,1,1,1103892,Readsboro,Vermont,05350,784.0,2019-12-13
51918,for_sale,180000,3,1,8.4,729950,Pownal,Vermont,05261,2010.0,NULL
51918,for_sale,191000,2,1,1.28,514381,Bennington,Vermont,05201,906.0,2016-06-15
51918,for_sale,195000,3,3,0.15,1008446,Bennington,Vermont,05201,1588.0,2018-12-03
51918,for_sale,239900,3,3,0.18,1144795,Bennington,Vermont,05201,1461.0,NULL
51918,for_sale,259900,2,1,0.98,1111464,Pownal,Vermont,05261,1248.0,NULL
51918,for_sale,315000,4,3,1,1815708,Shaftsbury,Vermont,05262,1868.0,NULL
51918,for_sale,319900,4,2,2.23,1128915,Pownal,Vermont,05261,1964.0,NULL
51918,for_sale,390000,3,3,0.35,673232,Bennington,Vermont,05201,2184.0,2020-11-19
51918,for_sale,569000,7,6,1.56,1033887,Bennington,Vermont,05201,5187.0,NULL
51918,for_sale,599000,2,2,0.78,1259689,Bennington,Vermont,05257,2075.0,NULL
51919,for_sale,138900,3,2,10.06,467438,Troy,Vermont,05859,1120.0,NULL
51919,for_sale,240000,2,1,0.31,955965,Bakersfield,Vermont,05441,3448.0,NULL
51919,for_sale,249000,3,2,0.27,470398,"Enosburg Falls",Vermont,05450,1937.0,2018-09-11
51919,for_sale,249000,3,2,0.5,213080,Richford,Vermont,05476,1676.0,2019-09-23
51919,for_sale,300000,3,2,1.35,341887,Highgate,Vermont,05483,1568.0,2016-11-16
51919,for_sale,348000,4,2,5,575088,Berkshire,Vermont,05450,1856.0,2019-09-30
51919,for_sale,350000,3,2,1.1,355666,Sheldon,Vermont,05483,2000.0,NULL
51919,for_sale,359000,3,3,2.1,879148,Highgate,Vermont,05478,2936.0,NULL
51919,for_sale,439000,3,3,3.28,47294,Franklin,Vermont,05450,2100.0,NULL
51919,for_sale,519000,3,3,12.05,254646,Franklin,Vermont,05450,1850.0,NULL
51920,for_sale,354000,4,2,1,1048953,Warren,Vermont,05674,1200.0,NULL
51920,for_sale,465000,3,2,45,1697876,Warren,Vermont,05674,1300.0,NULL
51921,for_sale,110000,2,1,1,71534,Weathersfield,Vermont,05030,NULL,NULL
51921,for_sale,339000,4,2,0.23,1309266,Rutland,Vermont,05701,2016.0,2006-09-19
51921,for_sale,479000,4,2,1.32,1016328,Killington,Vermont,05751,1524.0,2015-06-18
51921,for_sale,749999,1,2,0.98,1159317,Killington,Vermont,05751,3126.0,NULL
51921,for_sale,997000,3,2,2.9,1283922,Mendon,Vermont,05701,2080.0,NULL
51922,for_sale,250000,2,2,0.12,766402,Johnson,Vermont,05656,1440.0,NULL
51922,for_sale,325000,3,2,1.6,1749727,Morristown,Vermont,05661,1275.0,NULL
51922,for_sale,329900,3,2,1.47,598235,Barre,Vermont,05641,1978.0,NULL
51922,for_sale,559000,3,2,0.43,593340,Stowe,Vermont,05672,1527.0,2009-05-11
51922,for_sale,705000,4,3,10,552510,Morristown,Vermont,05661,3161.0,NULL
51922,for_sale,888000,4,3,18.1,1327344,Johnson,Vermont,05656,3240.0,NULL
51959,for_sale,589900,4,2,0.61,1808289,Billerica,Massachusetts,01821,1823.0,1999-01-29
51967,for_sale,1200000,9,3,0.14,1104944,Lynn,Massachusetts,01902,5391.0,2002-06-03
52030,for_sale,239900,1,1,0.68,1445041,Seekonk,Massachusetts,02771,288.0,NULL
52030,for_sale,344900,6,2,0.1,1659350,"Fall River",Massachusetts,02724,2886.0,NULL
52030,for_sale,409900,5,3,0.09,57691,"New Bedford",Massachusetts,02740,1522.0,2008-12-09
52030,for_sale,449900,4,2,0.63,436543,Wareham,Massachusetts,02571,2118.0,NULL
52030,for_sale,449900,8,4,0.06,1192277,"New Bedford",Massachusetts,02744,3208.0,2002-08-13
52030,for_sale,619900,4,3,0.77,16474,Wareham,Massachusetts,02532,2660.0,2000-11-01
52030,for_sale,629900,3,2,0.19,1826096,"New Bedford",Massachusetts,02740,1696.0,2007-09-14
52030,for_sale,895000,4,3,1.38,173864,Westport,Massachusetts,02790,3284.0,NULL
52086,for_sale,329000,2,1,0.13,483183,Manchester,"New Hampshire",03103,1915.0,2008-03-17
52098,for_sale,549900,3,3,2.19,1169422,"New Ipswich","New Hampshire",03071,1912.0,2021-02-19
52115,for_sale,950000,3,4,0.06,1669194,"Oak Bluffs",Massachusetts,02557,1320.0,2022-05-27
52115,for_sale,1695000,4,3,1.65,1793925,"Vineyard Haven",Massachusetts,02568,2044.0,NULL
52115,for_sale,5750000,6,9,7.39,955745,Tisbury,Massachusetts,02568,5548.0,1998-09-16
52119,for_sale,449900,4,2,5.45,191664,Princeton,Massachusetts,01541,1988.0,1988-11-21
52205,for_sale,185000,3,2,0.1,1984140,Juncos,"Puerto Rico",00777,1000.0,NULL
52233,for_sale,545000,4,4,0.3,385704,Auburn,Maine,04210,2363.0,2003-09-03
52233,for_sale,589900,4,3,0.31,892641,Brunswick,Maine,04011,1820.0,NULL
52233,for_sale,624000,3,3,0.87,1948387,Topsham,Maine,04086,2353.0,NULL
52233,for_sale,639900,3,3,0.45,1845140,Brunswick,Maine,04011,2094.0,NULL
52233,for_sale,649900,3,3,0.36,1845141,Brunswick,Maine,04011,1841.0,NULL
52233,for_sale,799900,4,3,0.67,1009855,Brunswick,Maine,04011,2601.0,NULL
52233,for_sale,850000,3,3,3.55,1447270,Harpswell,Maine,04079,3070.0,NULL
52238,for_sale,1200000,3,2,88,174584,Farmington,"New Hampshire",03835,1836.0,NULL
52241,for_sale,479900,3,2,0.41,46547,Chicopee,Massachusetts,01013,2003.0,NULL
52270,for_sale,49300,3,2,0.07,698213,"Vega Alta","Puerto Rico",00692,800.0,NULL
52270,for_sale,67000,7,3,0.06,1879205,Caguas,"Puerto Rico",00725,1410.0,NULL
52270,for_sale,69000,3,1,0.06,1879213,Cayey,"Puerto Rico",00736,750.0,NULL
52270,for_sale,80000,3,2,0.26,387417,"Toa Alta","Puerto Rico",00953,1000.0,NULL
52270,for_sale,82000,4,3,0.25,1139577,"Toa Alta","Puerto Rico",00953,1490.0,NULL
52270,for_sale,90900,4,1,0.12,1837656,Fajardo,"Puerto Rico",00738,760.0,NULL
52270,for_sale,94000,3,2,0.15,1842737,Comerio,"Puerto Rico",00782,996.0,NULL
52270,for_sale,107000,7,4,0.06,599704,"San Juan","Puerto Rico",00921,1542.0,NULL
52270,for_sale,125000,3,2,0.07,1854773,"Vega Alta","Puerto Rico",00692,1150.0,NULL
52270,for_sale,125000,4,2,0.44,1679653,"Toa Alta","Puerto Rico",00953,1328.0,NULL
52270,for_sale,127000,3,2,0.1,709160,"Trujillo Alto","Puerto Rico",00976,1050.0,NULL
52270,for_sale,150000,3,2,0.08,1884234,"Toa Alta","Puerto Rico",00953,992.0,NULL
52270,for_sale,150000,3,2,0.2,562636,"Toa Alta","Puerto Rico",00953,1290.0,NULL
52270,for_sale,160000,4,3,0.09,1888313,Humacao,"Puerto Rico",00791,2050.0,NULL
52270,for_sale,169000,4,2,0.15,377106,"Toa Baja","Puerto Rico",00949,1970.0,NULL
52270,for_sale,170000,4,2,0.16,350029,Humacao,"Puerto Rico",00791,1890.0,NULL
52270,for_sale,183600,3,2,0.12,249007,Ceiba,"Puerto Rico",00735,1785.0,NULL
52300,for_sale,1149000,6,3,0.08,847068,Boston,Massachusetts,02122,2995.0,2006-11-27
52301,for_sale,80000,4,2,0.24,562488,Plattsburgh,"New York",12901,1879.0,2016-10-05
52301,for_sale,90000,3,1,0.34,1309457,Plattsburgh,"New York",12901,925.0,2018-11-21
52301,for_sale,99900,7,3,2.5,1089586,Morrisonville,"New York",12962,3994.0,NULL
52301,for_sale,179900,3,2,0.38,1732868,Plattsburgh,"New York",12901,1752.0,2017-08-14
52301,for_sale,210000,7,3,0.26,1320565,Plattsburgh,"New York",12901,2768.0,2002-08-12
52301,for_sale,275000,4,2,0.12,1088151,Plattsburgh,"New York",12901,2039.0,2008-05-30
52301,for_sale,375000,3,3,1.13,1448371,Plattsburgh,"New York",12901,2500.0,NULL
52301,for_sale,380000,3,2,12.64,1353081,Chazy,"New York",12921,1968.0,NULL
52328,for_sale,129900,4,2,0.22,1244865,Norwich,Connecticut,06360,2845.0,NULL
52328,for_sale,204900,2,1,0.25,129634,Putnam,Connecticut,06260,864.0,NULL
52328,for_sale,210000,6,2,0.2,1009730,Plainfield,Connecticut,06374,2673.0,2011-07-19
52328,for_sale,229900,4,1,0.5,385573,Killingly,Connecticut,06239,1502.0,2012-03-29
52328,for_sale,234900,4,2,0.31,151722,Killingly,Connecticut,06239,1417.0,2002-11-26
52328,for_sale,239900,3,1,0.35,15113,Killingly,Connecticut,06239,1104.0,2012-05-17
52328,for_sale,249900,2,1,0.23,436675,Brooklyn,Connecticut,06234,960.0,2020-09-09
52328,for_sale,250000,2,2,0.17,198664,Brooklyn,Connecticut,06234,1116.0,NULL
52328,for_sale,259000,3,1,0.26,1309448,Killingly,Connecticut,06241,1310.0,2003-11-03
52328,for_sale,259625,3,1,0.94,292197,Sterling,Connecticut,06377,1152.0,2021-08-30
52328,for_sale,260000,3,1,0.26,986347,Stonington,Connecticut,06379,1022.0,2017-03-28
52328,for_sale,290000,4,3,1.7,1438502,Killingly,Connecticut,06241,1843.0,NULL
52328,for_sale,299900,3,2,0.5,1704794,Killingly,Connecticut,06239,2091.0,2018-11-19
52328,for_sale,309900,3,2,0.36,1297667,Brooklyn,Connecticut,06234,1167.0,NULL
52328,for_sale,328900,4,4,0.15,436545,Killingly,Connecticut,06239,3750.0,2014-01-07
52328,for_sale,330000,3,4,1.84,1487633,Voluntown,Connecticut,06384,1761.0,2019-01-15
52328,for_sale,335900,5,2,2.77,1220715,Sprague,Connecticut,06330,1146.0,NULL
52328,for_sale,345900,4,3,1.2,386225,Killingly,Connecticut,06239,2757.0,2019-05-31
52328,for_sale,349000,2,2,0.17,1758482,Thompson,Connecticut,06277,480.0,2019-07-22
52328,for_sale,349900,3,2,0.3,1521257,Woodstock,Connecticut,06282,1263.0,2018-12-10
52328,for_sale,360000,3,3,0.69,740047,Brooklyn,Connecticut,06234,1400.0,NULL
52328,for_sale,395000,3,3,2.67,792534,Brooklyn,Connecticut,06234,1700.0,2021-09-20
52328,for_sale,409900,3,2,1.3,1774113,Plainfield,Connecticut,06374,1512.0,2020-06-10
52328,for_sale,449900,3,3,2,1403517,Burrillville,"Rhode Island",02830,1500.0,2019-01-17
52328,for_sale,449900,4,3,1.51,433679,Ledyard,Connecticut,06339,1850.0,2021-11-04
52328,for_sale,469900,4,3,2.31,914354,Ledyard,Connecticut,06339,1874.0,2021-11-04
52328,for_sale,485000,3,3,5.85,654248,Plainfield,Connecticut,06354,1917.0,NULL
52328,for_sale,535000,4,3,0.92,522412,Ledyard,Connecticut,06339,2324.0,2021-11-04
52328,for_sale,579000,3,4,4.9,977134,Colchester,Connecticut,06420,2334.0,NULL
52328,for_sale,585000,4,3,0.95,385395,Ledyard,Connecticut,06339,2482.0,2021-11-04
52328,for_sale,625000,3,3,0.92,5596,Portsmouth,"Rhode Island",02872,1605.0,2019-11-20
52350,for_sale,399000,4,2,0.25,1311138,Lebanon,"New Hampshire",03784,2100.0,2007-11-16
52350,for_sale,1090000,3,3,0.17,1136356,Hanover,"New Hampshire",03755,3001.0,2009-07-27
52381,for_sale,599900,3,1,0.11,1272952,Quincy,Massachusetts,02169,1365.0,1998-10-29
52381,for_sale,749900,3,2,0.19,1052281,Milton,Massachusetts,02186,1722.0,2005-03-31
52390,for_sale,299900,3,1,2.89,1260475,Boscawen,"New Hampshire",03303,1388.0,2015-07-02
52390,for_sale,499900,3,3,2.1,1938311,Wilmot,"New Hampshire",03287,2223.0,NULL
52390,for_sale,789900,3,3,1.2,1862943,Moultonborough,"New Hampshire",03254,2770.0,NULL
52441,for_sale,4299000,4,4,0.07,602679,Boston,Massachusetts,02110,2933.0,NULL
52441,for_sale,5400000,6,12,0.06,1540490,Boston,Massachusetts,02114,7800.0,NULL
52452,for_sale,526000,3,3,0.26,414728,Webster,Massachusetts,01570,2105.0,NULL
52464,for_sale,110000,3,1,0.1,1855935,Camuy,"Puerto Rico",00627,800.0,NULL
52464,for_sale,215000,7,4,0.11,1480314,Mayaguez,"Puerto Rico",00680,2200.0,NULL
52464,for_sale,255000,3,2,0.28,1948621,"San Sebastian","Puerto Rico",00685,1500.0,NULL
52464,for_sale,295000,3,2,0.12,1844373,Rincon,"Puerto Rico",00677,2000.0,NULL
52475,for_sale,290000,3,3,0.3,1685874,Torrington,Connecticut,06790,1872.0,2009-07-28
52475,for_sale,550000,3,3,25.01,683593,Argyle,"New York",12809,2300.0,NULL
52475,for_sale,625000,4,3,0.62,550979,Cromwell,Connecticut,06416,2664.0,2018-11-13
52475,for_sale,977777,5,5,18.92,908886,Stanford,"New York",12545,7400.0,NULL
52555,for_sale,110000,5,2,0.13,1739754,Pittsfield,Massachusetts,01201,1656.0,NULL
52555,for_sale,199000,4,1,0.46,1192788,"North Adams",Massachusetts,01247,1458.0,NULL
52562,for_sale,325000,2,1,0.88,598108,Westborough,Massachusetts,01581,874.0,NULL
52562,for_sale,325000,2,1,0.88,598110,Westborough,Massachusetts,01581,815.0,NULL
