brokered_by,status,price,bedroom,bathroom,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
84,for_sale,220000,3,1,0.23,1451499,Killingly,Connecticut,06234,960.0,NULL
84,for_sale,259900,2,2,0.56,975321,Athol,Massachusetts,01331,1296.0,2003-06-23
84,for_sale,319000,9,3,0.09,174690,Southbridge,Massachusetts,01550,3276.0,NULL
84,for_sale,319900,9,3,0.09,160245,Southbridge,Massachusetts,01550,3276.0,NULL
84,for_sale,349000,4,2,3.94,1470575,Thompson,Connecticut,06255,1851.0,NULL
84,for_sale,379000,3,2,0.55,1437582,Southbridge,Massachusetts,01550,2048.0,NULL
84,for_sale,379900,3,1,0.81,1820834,Brimfield,Massachusetts,01010,1312.0,NULL
84,for_sale,379999,3,2,0.67,151228,Auburn,Massachusetts,01501,1700.0,2003-08-18
84,for_sale,415000,5,3,0.28,77185,Winchendon,Massachusetts,01475,2906.0,2005-04-29
84,for_sale,499900,4,3,2.4,561513,Ashford,Connecticut,06278,2000.0,NULL
84,for_sale,599900,7,3,0.45,107911,Worcester,Massachusetts,01610,3547.0,NULL
84,for_sale,629900,3,3,0.23,1670669,Worcester,Massachusetts,01610,2048.0,NULL
101,for_sale,110000,4,4,0.35,1381032,Yabucoa,"Puerto Rico",00767,1400.0,NULL
101,for_sale,118000,3,1,0.06,1683660,"San Juan","Puerto Rico",00921,1260.0,NULL
101,for_sale,125000,2,1,0.02,957155,Carolina,"Puerto Rico",00985,860.0,NULL
101,for_sale,130000,3,4,0.09,560375,"Cabo Rojo","Puerto Rico",00623,2064.0,NULL
101,for_sale,295000,2,2,0.02,6036,Rincon,"Puerto Rico",00677,1183.0,NULL
101,for_sale,295000,2,2,0.02,629447,Rincon,"Puerto Rico",00677,1183.0,NULL
101,for_sale,420000,2,2,0.02,924302,Carolina,"Puerto Rico",00979,1190.0,NULL
101,for_sale,750000,4,4,0.23,731654,"San Juan","Puerto Rico",00926,6200.0,NULL
129,for_sale,479000,6,4,0.43,447340,"West Bridgewater",Massachusetts,02379,4152.0,NULL
276,for_sale,190000,2,2,0.01,1801458,Woonsocket,"Rhode Island",02895,968.0,2009-08-04
392,for_sale,4950000,5,6,0.87,483307,Ogunquit,Maine,03907,4906.0,2015-10-01
540,for_sale,385000,1,1,0.29,599698,"Saint John","Virgin Islands",00830,580.0,NULL
540,for_sale,675000,1,1,0.24,1670674,"Saint John","Virgin Islands",00830,1300.0,NULL
540,for_sale,1295000,3,4,0.28,329022,"Saint John","Virgin Islands",00830,1842.0,NULL
540,for_sale,1350000,2,3,0.56,1563509,"Saint John","Virgin Islands",00830,2040.0,NULL
540,for_sale,1890000,4,4,0.58,1236726,"Saint John","Virgin Islands",00830,4409.0,NULL
540,for_sale,2000000,2,3,0.5,923644,"Saint John","Virgin Islands",00830,2771.0,NULL
540,for_sale,2250000,3,3,1.03,296095,"Saint John","Virgin Islands",00830,4400.0,NULL
564,for_sale,900000,8,3,0.09,268766,Malden,Massachusetts,02148,2358.0,NULL
570,for_sale,49900,12,4,0.08,928208,"North Adams",Massachusetts,01247,4528.0,NULL
570,for_sale,179900,3,2,0.95,1830858,"North Adams",Massachusetts,01247,1200.0,2009-05-28
570,for_sale,599000,4,3,2.5,822801,Florida,Massachusetts,01247,2351.0,2012-03-19
580,for_sale,199000,2,1,0.23,985464,Warwick,"Rhode Island",02888,888.0,NULL
580,for_sale,325000,3,2,0.09,143515,Warwick,"Rhode Island",02889,2916.0,NULL
580,for_sale,374900,3,2,0.03,1470120,Cranston,"Rhode Island",02910,1428.0,2012-06-08
580,for_sale,474900,6,5,1.1,1154090,Warwick,"Rhode Island",02886,6208.0,NULL
580,for_sale,535000,3,2,0.3,334271,Warwick,"Rhode Island",02888,1848.0,NULL
588,for_sale,679900,3,4,0.88,1132678,"East Bridgewater",Massachusetts,02333,2730.0,2007-12-11
643,for_sale,225000,3,3,0.13,643365,Holyoke,Massachusetts,01040,1212.0,NULL
679,for_sale,239900,3,3,0.09,9199,Providence,"Rhode Island",02905,1658.0,2020-11-30
736,for_sale,330000,2,3,30,130285,Belchertown,Massachusetts,01007,2130.0,2013-06-27
736,for_sale,389900,2,2,6,600843,Leverett,Massachusetts,01054,1779.0,1997-05-29
736,for_sale,389900,5,2,0.54,1121145,Northampton,Massachusetts,01060,2359.0,NULL
736,for_sale,425000,3,1,1.39,1615461,Amherst,Massachusetts,01002,1748.0,NULL
736,for_sale,429900,7,5,2.5,49331,Belchertown,Massachusetts,01007,2833.0,NULL
736,for_sale,445000,4,2,0.43,523503,Hadley,Massachusetts,01035,1782.0,NULL
736,for_sale,459900,4,3,3.8,152461,Sunderland,Massachusetts,01375,2768.0,2009-07-17
736,for_sale,650000,5,4,0.64,13427,Amherst,Massachusetts,01002,2363.0,2004-07-28
736,for_sale,865000,4,3,0.65,885627,Amherst,Massachusetts,01002,3465.0,2006-10-03
736,for_sale,1495000,9,13,28,956920,Hadley,Massachusetts,01035,9386.0,NULL
737,for_sale,144000,1,1,5.46,1498445,Cummington,Massachusetts,01026,600.0,2021-05-05
737,for_sale,1290000,5,5,2,893695,Williamsburg,Massachusetts,01096,4476.0,2009-06-30
771,for_sale,236000,4,2,0.99,870484,"East Nassau","New York",12062,1767.0,2015-04-27
778,for_sale,219900,1,1,0.46,1568400,Lynn,Massachusetts,01902,600.0,NULL
778,for_sale,829000,6,3,0.11,186604,Revere,Massachusetts,02151,3483.0,NULL
778,for_sale,999900,6,3,0.04,962691,Boston,Massachusetts,02128,2736.0,NULL
778,for_sale,1689000,6,4,0.46,1745589,Saugus,Massachusetts,01906,7403.0,2005-04-12
800,for_sale,470000,3,2,0.15,1446683,Nashua,"New Hampshire",03060,2300.0,NULL
800,for_sale,515000,4,3,0.37,1312337,Concord,"New Hampshire",03301,2110.0,2021-08-18
809,for_sale,1395000,4,4,1.11,1136511,Bedford,Massachusetts,01730,3434.0,NULL
849,for_sale,499000,3,1,0.23,1564472,Holbrook,Massachusetts,02343,1175.0,NULL
849,for_sale,549900,3,3,0.17,1447216,Randolph,Massachusetts,02368,2304.0,NULL
889,for_sale,345000,2,1,0.26,388239,Worcester,Massachusetts,01604,864.0,NULL
900,for_sale,475900,3,2,0.25,560833,Weymouth,Massachusetts,02189,1429.0,NULL
986,for_sale,340000,3,1,1.06,333442,Sterling,Massachusetts,01564,825.0,2007-01-11
986,for_sale,524900,3,3,0.16,1259116,Worcester,Massachusetts,01606,1410.0,NULL
986,for_sale,549900,4,3,0.29,1732153,Worcester,Massachusetts,01606,3360.0,NULL
986,for_sale,550000,3,3,0.16,152555,Worcester,Massachusetts,01606,1966.0,NULL
986,for_sale,925000,12,6,0.22,330092,Worcester,Massachusetts,01610,5547.0,NULL
986,for_sale,1495000,15,9,0.19,966374,Worcester,Massachusetts,01604,14532.0,2004-04-27
1055,for_sale,475000,4,2,0.23,1653161,Wareham,Massachusetts,02571,1842.0,1987-10-23
1123,for_sale,425000,3,2,0.21,1856906,Camuy,"Puerto Rico",00627,2400.0,NULL
1123,for_sale,499000,4,3,0.26,117065,Aguadilla,"Puerto Rico",00603,3734.0,NULL
1183,for_sale,150000,4,2,0.25,1686199,Gorham,Maine,04038,1222.0,NULL
1183,for_sale,150000,4,2,0.25,1686200,Gorham,Maine,04038,1222.0,NULL
1183,for_sale,395000,2,2,3,1973677,Sebago,Maine,04029,883.0,NULL
1183,for_sale,399000,3,2,1.76,821880,Naples,Maine,04055,1600.0,NULL
1183,for_sale,460000,3,3,3.1,1973686,Casco,Maine,04015,2050.0,NULL
1183,for_sale,825000,4,4,16.58,956116,Bridgton,Maine,04009,3520.0,NULL
1204,for_sale,635000,5,2,0.37,724851,Plymouth,Massachusetts,02360,3649.0,2004-09-02
1205,for_sale,40000,3,1,0.04,1900778,Carolina,"Puerto Rico",00982,600.0,NULL
1205,for_sale,50000,3,1,0.2,1298094,Ciales,"Puerto Rico",00639,2040.0,NULL
1205,for_sale,55000,2,1,0.09,1219018,"Toa Baja","Puerto Rico",00949,1035.0,NULL
1205,for_sale,55000,3,2,0.09,654886,Ciales,"Puerto Rico",00638,1092.0,NULL
1205,for_sale,63800,3,1,0.07,13692,"Toa Baja","Puerto Rico",00949,950.0,NULL
1205,for_sale,65000,3,3,0.07,1868589,BayamÃ³n,"Puerto Rico",00959,1115.0,NULL
1205,for_sale,77000,4,2,0.11,398184,"Vega Baja","Puerto Rico",00693,1688.0,NULL
1205,for_sale,114000,3,1,0.06,522005,"Trujillo Alto","Puerto Rico",00976,827.0,NULL
1205,for_sale,350000,4,2,0.1,523870,"Trujillo Alto","Puerto Rico",00976,2303.0,NULL
1205,for_sale,360000,4,3,0.1,602794,"Trujillo Alto","Puerto Rico",00976,2984.0,NULL
1245,for_sale,189900,3,1,0.32,1755733,Windsor,Connecticut,06095,1199.0,2001-11-14
1253,for_sale,99000,3,1,0.08,113719,Chazy,"New York",12921,1381.0,2021-02-11
1253,for_sale,149900,2,1,0.2,1383542,"Port Kent","New York",12975,925.0,NULL
1280,for_sale,385000,2,1,0.17,1169245,Portland,Maine,04103,1303.0,2016-02-12
1291,for_sale,229900,5,4,0.16,847911,Ware,Massachusetts,01082,4341.0,2006-05-04
1346,for_sale,659900,4,2,0.09,185695,Lynn,Massachusetts,01902,2666.0,NULL
1381,for_sale,987000,4,5,0.11,1563424,Guaynabo,"Puerto Rico",00969,2900.0,NULL
1502,for_sale,95000,3,2,0.86,1856897,Utuado,"Puerto Rico",00641,1700.0,NULL
1502,for_sale,99000,13,4,0.2,655097,Utuado,"Puerto Rico",00641,600.0,NULL
1502,for_sale,195000,3,4,1.94,1856898,Utuado,"Puerto Rico",00641,2500.0,NULL
1526,for_sale,149900,1,1,2.8,1301612,"Schroon Lake","New York",12870,552.0,2015-07-29
1527,for_sale,210000,1,1,46,719983,Lewis,"New York",12950,720.0,NULL
1561,for_sale,285000,3,2,0.44,695097,Watertown,Connecticut,06779,1528.0,NULL
1561,for_sale,385000,3,3,0.41,1761599,Meriden,Connecticut,06450,1550.0,2003-08-20
1561,for_sale,425000,3,2,0.68,654130,Watertown,Connecticut,06795,2140.0,2007-03-16
1581,for_sale,4300000,3,3,820,106324,"T10 Sd",Maine,04634,5312.0,NULL
1583,for_sale,975000,4,3,0.92,1212935,Franklin,Massachusetts,02038,4240.0,1998-12-16
1589,for_sale,79000,3,1,0.13,821104,Arecibo,"Puerto Rico",00612,1262.0,NULL
1589,for_sale,120000,4,3,2.64,1243378,Hatillo,"Puerto Rico",00659,1578.0,NULL
1589,for_sale,135000,6,3,0.07,158769,Hatillo,"Puerto Rico",00659,1819.0,NULL
1589,for_sale,210000,3,2,0.25,913609,Morovis,"Puerto Rico",00687,2500.0,NULL
1589,for_sale,239000,7,3,0.31,1551669,Arecibo,"Puerto Rico",00612,2715.0,NULL
1589,for_sale,330000,3,2,0.97,1757696,Hatillo,"Puerto Rico",00659,2111.0,NULL
1644,for_sale,160000,4,2,0.01,1670096,Bayamon,"Puerto Rico",00959,1680.0,NULL
1644,for_sale,225000,3,4,0.03,1953934,"Vega Baja","Puerto Rico",00693,1605.0,NULL
1678,for_sale,525000,4,2,0.17,386992,Randolph,Massachusetts,02368,1904.0,2004-02-02
1678,for_sale,575000,3,2,0.21,1808306,Braintree,Massachusetts,02184,1920.0,NULL
1678,for_sale,600000,4,3,0.1,1449385,Bourne,Massachusetts,02559,1750.0,2003-07-31
1678,for_sale,875000,2,1,0.34,1521933,Falmouth,Massachusetts,02540,1247.0,2004-12-14
1678,for_sale,975000,4,3,1.87,1706752,Mashpee,Massachusetts,02649,3109.0,NULL
1678,for_sale,1495000,5,4,5.58,1670091,Sandwich,Massachusetts,02537,4574.0,NULL
1687,for_sale,729000,4,4,1.3,325931,Sheffield,Massachusetts,01257,5005.0,2000-10-17
1687,for_sale,895000,5,3,1.6,12253,"Great Barrington",Massachusetts,01230,4406.0,NULL
1765,for_sale,54900,4,1,7,437294,Bingham,Maine,04920,2220.0,NULL
1765,for_sale,73000,2,1,0.16,602133,Madison,Maine,04950,1200.0,NULL
1765,for_sale,93500,1,1,11,765644,Cornville,Maine,04976,700.0,NULL
1765,for_sale,129900,2,2,1,642766,Canaan,Maine,04924,1256.0,NULL
1765,for_sale,189000,2,1,18.46,1027148,Clinton,Maine,04927,840.0,NULL
1765,for_sale,199000,4,2,0.2,271891,Skowhegan,Maine,04976,2618.0,NULL
1765,for_sale,225900,6,2,0.27,822709,Bingham,Maine,04920,2440.0,NULL
1765,for_sale,229000,6,3,0.34,794349,Skowhegan,Maine,04976,6517.0,NULL
1765,for_sale,249500,3,3,0.25,302614,Madison,Maine,04950,2200.0,NULL
1765,for_sale,259900,4,2,3,1483005,Bingham,Maine,04920,2500.0,NULL
1765,for_sale,269900,3,3,1.6,1138734,Anson,Maine,04958,2190.0,2021-10-13
1765,for_sale,319900,4,2,2,795267,Embden,Maine,04958,936.0,NULL
1765,for_sale,350000,4,2,3.9,520343,Solon,Maine,04979,3968.0,NULL
1765,for_sale,359900,3,2,9.8,505212,Skowhegan,Maine,04976,1780.0,NULL
1765,for_sale,499000,3,2,6.14,991438,China,Maine,04358,1890.0,NULL
1765,for_sale,549900,5,3,2.6,1387755,Skowhegan,Maine,04976,2912.0,NULL
1765,for_sale,550000,3,1,95.28,564036,Norridgewock,Maine,04957,1595.0,NULL
1765,for_sale,1479000,14,8,25.3,1953397,Cornville,Maine,04976,9820.0,NULL
1981,for_sale,535000,4,5,0.51,1988290,"Cabo Rojo","Puerto Rico",00623,2422.0,NULL
1981,for_sale,2150000,8,5,0.27,1884282,Rincon,"Puerto Rico",00677,6345.0,NULL
2042,for_sale,455000,4,2,0.1,1985076,Humacao,"Puerto Rico",00791,2200.0,NULL
2042,for_sale,685000,5,4,0.5,1855391,Guaynabo,"Puerto Rico",00965,2790.0,NULL
2042,for_sale,3500000,3,4,0.9,1511092,Humacao,"Puerto Rico",00791,4200.0,NULL
2050,for_sale,750000,3,3,0.24,1563413,Dorado,"Puerto Rico",00646,2377.0,NULL
2050,for_sale,1100000,3,3,1954,18665,"San Juan","Puerto Rico",00901,1954.0,NULL
2241,for_sale,379900,3,2,0.49,1784604,Agawam,Massachusetts,01030,1708.0,1992-08-06
2261,for_sale,499289,2,2,0.07,1758398,Woburn,Massachusetts,01801,864.0,2007-01-12
2261,for_sale,579900,4,2,0.34,574128,Ashland,Massachusetts,01721,1579.0,NULL
2338,for_sale,310000,6,3,0.56,1000282,Warwick,"Rhode Island",02889,5548.0,NULL
2338,for_sale,474900,3,3,2.42,1208817,Smithfield,"Rhode Island",02917,1248.0,NULL
2338,for_sale,520000,3,2,0.12,849050,Barrington,"Rhode Island",02806,1540.0,2021-09-10
2338,for_sale,539000,3,2,0.67,1072407,Warwick,"Rhode Island",02889,1078.0,NULL
2338,for_sale,599900,4,1,0.12,1673232,Warwick,"Rhode Island",02889,1560.0,2017-12-01
2338,for_sale,779000,4,5,0.12,1228929,"East Greenwich","Rhode Island",02818,1820.0,2018-07-27
2374,for_sale,199900,3,2,0.55,248120,Lancaster,Massachusetts,01523,1566.0,NULL
2374,for_sale,420000,4,2,0.25,1369331,Lancaster,Massachusetts,01523,1295.0,NULL
2527,for_sale,299000,3,2,0.12,597253,Ellsworth,Maine,04605,1152.0,NULL
2527,for_sale,399000,2,2,1.1,789117,"Bar Harbor",Maine,04609,2150.0,NULL
2527,for_sale,399000,3,2,1.2,765372,Ellsworth,Maine,04605,1776.0,NULL
2527,for_sale,474000,2,1,2.1,1584989,"Cranberry Isles",Maine,04625,1423.0,NULL
2527,for_sale,995000,4,3,1.4,1531136,Trenton,Maine,04605,2146.0,NULL
2563,for_sale,229000,2,1,0.02,1801380,Boston,Massachusetts,02126,790.0,2009-10-02
2563,for_sale,750000,4,2,0.1,1122438,Quincy,Massachusetts,02169,1664.0,NULL
2563,for_sale,1550000,12,4,0.04,1417493,Boston,Massachusetts,02128,5000.0,NULL
2593,for_sale,159900,4,2,0.11,325176,Providence,"Rhode Island",02905,2147.0,2006-01-03
2593,for_sale,389900,6,3,0.1,1065522,Providence,"Rhode Island",02909,4357.0,NULL
2680,for_sale,370000,3,3,1.51,482106,Bloomfield,Connecticut,06002,2438.0,1995-02-01
2712,for_sale,1575000,2,2,0.03,1429003,Boston,Massachusetts,02111,1308.0,2014-01-16
2728,for_sale,37900,2,2,0.2,1531416,"Presque Isle",Maine,04769,1019.0,NULL
2728,for_sale,38000,2,1,2.7,1665453,Springfield,Maine,04487,836.0,NULL
2728,for_sale,69999,3,2,0.35,1564443,Mattawamkeag,Maine,04459,1000.0,NULL
2728,for_sale,74900,3,1,0.09,1104722,Danforth,Maine,04424,1054.0,NULL
2728,for_sale,98900,3,2,1.4,190720,Chapman,Maine,04757,1500.0,NULL
2728,for_sale,179000,3,2,0.19,1273104,Lincoln,Maine,04457,1170.0,NULL
2728,for_sale,249000,4,3,0.31,1637713,Lincoln,Maine,04457,1800.0,NULL
2728,for_sale,275000,5,3,1.65,313020,Lincoln,Maine,04457,2464.0,NULL
2728,for_sale,294500,2,1,0.34,236789,Lincoln,Maine,04457,1484.0,NULL
2728,for_sale,325000,2,1,14,1047592,Weston,Maine,04424,1380.0,NULL
2728,for_sale,335000,3,1,47,1396791,"Blanchard Township",Maine,04406,1872.0,NULL
2728,for_sale,338000,2,2,0.66,1698519,Lee,Maine,04455,2101.0,NULL
2728,for_sale,450000,3,2,6,1516172,Lincoln,Maine,04457,2560.0,NULL
2814,for_sale,429900,4,3,0.39,964618,Cumberland,"Rhode Island",02864,1834.0,NULL
2814,for_sale,779000,4,3,12.14,1204292,"West Greenwich","Rhode Island",02817,2750.0,2020-12-14
2816,for_sale,130000,2,1,0.11,1732560,Springfield,Massachusetts,01119,744.0,1999-02-25
2871,for_sale,59000,2,1,0.6,1824624,Greenbush,Maine,04418,967.0,NULL
2871,for_sale,149975,2,2,0.13,613409,Bradley,Maine,04411,768.0,NULL
2871,for_sale,156000,4,3,0.45,115114,Milo,Maine,04463,1892.0,2021-02-17
2871,for_sale,249900,2,1,0.22,1335964,Brewer,Maine,04412,1000.0,NULL
2871,for_sale,295000,3,2,21,1790770,Holden,Maine,04429,1728.0,NULL
2871,for_sale,1000000,3,3,9.14,1645584,Etna,Maine,04434,1578.0,NULL
2877,for_sale,98900,2,2,2,696096,China,Maine,04358,924.0,NULL
2877,for_sale,290000,3,1,0.57,114919,China,Maine,04358,1452.0,NULL
2877,for_sale,425000,3,2,0.13,534109,Litchfield,Maine,04350,1800.0,NULL
2877,for_sale,625000,4,3,0.72,703849,Coventry,"Rhode Island",02816,2151.0,NULL
2877,for_sale,799900,3,4,40,1609988,Fairfield,Maine,04937,3856.0,2020-06-12
2882,for_sale,209900,2,1,0.75,322152,"West Rutland",Vermont,05777,960.0,2022-03-04
2936,for_sale,349000,7,4,0.06,378650,Plattsburgh,"New York",12903,4360.0,2017-05-25
3037,for_sale,289000,3,2,0.16,1137642,Johnston,"Rhode Island",02919,1164.0,NULL
3037,for_sale,314000,3,2,0.11,1353941,"East Providence","Rhode Island",02914,1276.0,2008-03-07
3037,for_sale,375000,4,2,0.21,1313575,"East Providence","Rhode Island",02914,2412.0,2019-07-12
3037,for_sale,379900,3,2,0.21,14112,"North Providence","Rhode Island",02911,1404.0,1989-10-06
3037,for_sale,385000,3,3,0.16,14624,"North Providence","Rhode Island",02911,1144.0,NULL
3037,for_sale,525000,8,3,0.12,461475,"North Providence","Rhode Island",02911,3845.0,2016-04-01
3040,for_sale,329000,3,1,0.09,1815650,Lynn,Massachusetts,01902,1088.0,1982-09-01
3040,for_sale,1149999,8,4,0.12,1142538,Boston,Massachusetts,02126,4452.0,2005-05-11
3057,for_sale,469900,4,2,0.18,1185114,Manchester,"New Hampshire",03104,2019.0,2016-05-03
3057,for_sale,549900,9,3,0.11,1203663,Manchester,"New Hampshire",03103,3960.0,NULL
3091,for_sale,1199900,4,4,0.67,476204,Hudson,Massachusetts,01749,3100.0,NULL
3091,for_sale,1299900,4,3,0.72,476205,Hudson,Massachusetts,01749,3300.0,NULL
3110,for_sale,679900,4,3,0.34,916854,Billerica,Massachusetts,01821,2564.0,1988-03-10
3120,for_sale,589900,4,4,1.84,310658,Barre,Massachusetts,01005,2159.0,NULL
3152,for_sale,383000,2,1,0.06,116232,Weymouth,Massachusetts,02191,866.0,1993-10-27
3152,for_sale,419000,3,1,0.22,985577,Randolph,Massachusetts,02368,1220.0,2006-10-16
3159,for_sale,429000,3,1,0.23,1758066,Haverhill,Massachusetts,01830,1232.0,NULL
3160,for_sale,449000,3,1,0.68,1139613,Southborough,Massachusetts,01772,1200.0,1994-06-29
3160,for_sale,739000,2,3,0.23,198095,Rowley,Massachusetts,01969,2000.0,NULL
3160,for_sale,739000,2,3,0.23,198096,Rowley,Massachusetts,01969,2000.0,NULL
3160,for_sale,1090000,4,4,1.16,1230041,Sudbury,Massachusetts,01776,4100.0,1993-03-31
3160,for_sale,1295000,4,3,0.67,1418229,Sudbury,Massachusetts,01776,4335.0,2005-08-01
3160,for_sale,2999000,10,6,0.03,1699408,Boston,Massachusetts,02115,4740.0,NULL
3160,for_sale,3698000,5,7,1.02,15952,Sudbury,Massachusetts,01776,7676.0,NULL
3160,for_sale,4398000,5,7,2,653650,Sudbury,Massachusetts,01776,9723.0,NULL
3161,for_sale,474900,3,2,0.19,907308,Randolph,Massachusetts,02368,1422.0,2019-07-19
3161,for_sale,869000,4,3,0.11,1226025,Milton,Massachusetts,02186,2438.0,1995-01-17
3161,for_sale,900000,4,2,0.51,196313,Canton,Massachusetts,02021,2832.0,NULL
3162,for_sale,929000,2,2,0.06,893145,Gloucester,Massachusetts,01930,900.0,NULL
3164,for_sale,750000,3,2,0.09,1645154,Medford,Massachusetts,02155,1315.0,2007-09-06
3164,for_sale,2749000,5,7,1.38,1820911,Wayland,Massachusetts,01778,6759.0,NULL
3173,for_sale,450000,3,3,3.41,1706197,Bridgewater,Massachusetts,02324,2880.0,2000-11-08
3217,for_sale,150000,2,1,0.11,1137080,Taunton,Massachusetts,02780,780.0,NULL
3271,for_sale,499900,5,2,0.05,1441076,Chelsea,Massachusetts,02150,1598.0,1997-08-29
3271,for_sale,729000,4,2,0.08,1228930,Lynn,Massachusetts,01902,2776.0,NULL
3357,for_sale,40000,4,2,0.38,1285345,Hartford,Connecticut,06112,753.0,NULL
3357,for_sale,70000,2,2,0.18,1761860,Hartford,Connecticut,06114,1332.0,2005-10-28
3357,for_sale,93600,3,2,0.23,269590,Putnam,Connecticut,06260,1487.0,1997-08-01
3357,for_sale,115000,4,2,0.19,1314331,Manchester,Connecticut,06040,1080.0,1999-10-01
3357,for_sale,124900,5,2,0.17,696592,Hartford,Connecticut,06106,1756.0,NULL
3357,for_sale,126500,3,1,0.23,1686278,Torrington,Connecticut,06790,974.0,NULL
3357,for_sale,150000,4,2,0.22,1407254,"East Hartford",Connecticut,06118,1400.0,2016-10-21
3357,for_sale,152900,3,1,0.51,1751954,Ledyard,Connecticut,06339,1200.0,NULL
3357,for_sale,159900,3,2,0.23,1245552,Dalton,Massachusetts,01226,1452.0,2001-07-06
3357,for_sale,166259,6,2,0.14,820986,Enfield,Connecticut,06082,2676.0,2003-10-31
3357,for_sale,169900,6,2,0.39,1447692,Plainfield,Connecticut,06234,3026.0,1990-10-31
3357,for_sale,173000,3,2,0.49,1511086,Manchester,Connecticut,06040,1374.0,2001-12-20
3357,for_sale,180000,3,2,0.86,166318,Spencer,Massachusetts,01562,1521.0,2003-01-07
3357,for_sale,180000,4,2,0.33,1752161,Buckland,Massachusetts,01338,2246.0,NULL
3357,for_sale,189900,3,1,0.21,1353651,"East Hartford",Connecticut,06118,864.0,NULL
3357,for_sale,194900,3,2,0.17,764951,Manchester,Connecticut,06040,1775.0,2012-07-05
3357,for_sale,195000,3,2,0.21,1054001,"East Hartford",Connecticut,06108,1354.0,1991-02-15
3357,for_sale,195000,3,2,0.27,113478,"New Britain",Connecticut,06053,1008.0,2007-08-10
3357,for_sale,199000,2,1,0.14,1032347,Wethersfield,Connecticut,06109,792.0,2019-08-30
3357,for_sale,199900,2,2,0.29,68611,"East Hartford",Connecticut,06118,1491.0,2009-03-25
3357,for_sale,199900,3,1,0.26,1821055,Chicopee,Massachusetts,01020,1048.0,2005-07-18
3357,for_sale,209900,3,2,0.31,1732636,Vernon,Connecticut,06066,1068.0,NULL
3357,for_sale,220000,3,1,0.24,1757953,Middletown,Connecticut,06457,907.0,NULL
3357,for_sale,224900,3,1,0.27,954766,Manchester,Connecticut,06042,1154.0,2017-06-08
3357,for_sale,225000,3,1,0.6,613074,"East Hartford",Connecticut,06118,1562.0,2017-03-17
3357,for_sale,239900,3,2,0.73,601721,Vernon,Connecticut,06066,1679.0,NULL
3357,for_sale,239900,4,2,0.17,834279,"New Britain",Connecticut,06051,1336.0,NULL
3357,for_sale,245000,4,2,0.14,795561,Hartford,Connecticut,06112,2374.0,2001-11-05
3357,for_sale,245900,3,1,0.8,1359659,"Windsor Locks",Connecticut,06096,1256.0,2010-06-02
3357,for_sale,249900,3,1,0.21,879129,"East Hartford",Connecticut,06118,1338.0,2021-09-17
3357,for_sale,249900,3,2,0.27,1170414,"East Hartford",Connecticut,06108,1556.0,NULL
3357,for_sale,265000,4,3,1.46,1511555,Somers,Connecticut,06071,2080.0,NULL
3357,for_sale,269900,4,2,0.19,986023,Enfield,Connecticut,06082,1982.0,2022-01-19
3357,for_sale,285000,3,3,19.23,1685760,Southampton,Massachusetts,01073,2268.0,2002-11-22
3357,for_sale,324900,8,3,0.15,1243692,"New Britain",Connecticut,06051,3112.0,NULL
3357,for_sale,334000,3,2,0.8,561677,Andover,Connecticut,06232,996.0,2005-03-01
3357,for_sale,334900,3,3,5.06,878979,Coventry,Connecticut,06238,1396.0,2015-05-29
3357,for_sale,345000,9,3,0.16,755512,"New Britain",Connecticut,06051,3479.0,2014-04-15
3357,for_sale,350000,8,4,0.25,1139565,"New Britain",Connecticut,06053,2072.0,2019-04-26
3357,for_sale,355000,3,2,1,792934,Haddam,Connecticut,06441,1697.0,2011-11-16
3357,for_sale,385000,4,3,1.2,1105838,"East Hartford",Connecticut,06118,2204.0,NULL
3357,for_sale,469900,3,2,0.94,561002,Ellington,Connecticut,06029,1939.0,2021-06-16
3357,for_sale,520000,4,3,0.71,482424,Glastonbury,Connecticut,06073,2364.0,2019-05-01
3357,for_sale,529000,4,3,0.71,1311745,Simsbury,Connecticut,06070,2531.0,NULL
3357,for_sale,865000,6,7,10,470523,Ellington,Connecticut,06029,6408.0,NULL
3357,for_sale,1350000,7,5,2.62,820931,"East Hampton",Connecticut,06424,4605.0,2015-10-19
3357,for_sale,1900000,3,2,1.08,118583,Glastonbury,Connecticut,06033,1992.0,2013-01-28
3387,for_sale,265000,2,1,0.03,1192611,"New Bedford",Massachusetts,02744,854.0,2010-05-28
3387,for_sale,399900,2,1,0.23,597589,Tiverton,"Rhode Island",02878,1610.0,2016-06-27
3397,for_sale,314999,3,2,1.28,848014,Columbia,Connecticut,06237,1882.0,2012-09-12
3438,for_sale,649000,4,4,12.8,1645610,Kinderhook,"New York",12106,1980.0,2007-04-26
3464,for_sale,135000,3,1,0.01,270771,Bayamon,"Puerto Rico",00961,782.0,NULL
3464,for_sale,135000,3,1,0.01,1312036,Bayamon,"Puerto Rico",00959,700.0,NULL
3464,for_sale,175000,3,2,0.01,13811,Cayey,"Puerto Rico",00736,1286.0,NULL
3464,for_sale,270000,10,6,0.07,435970,"San Juan","Puerto Rico",00925,4279.0,NULL
3561,for_sale,200000,4,2,0.07,293686,"San Juan","Puerto Rico",00920,1200.0,NULL
3593,for_sale,399900,4,2,0.36,268480,Nashua,"New Hampshire",03064,2149.0,2005-04-27
